Unnamed: 0,title,year,synopsis,critic_score,people_score,consensus,total_reviews,total_ratings,type,rating,genre,original_language,director,producer,writer,release_date_(theaters),release_date_(streaming),box_office_(gross_usa),runtime,production_co,sound_mix,aspect_ratio,view_the_collection,crew,link,director_count,producer_count,writer_count,production_co_count,runtime_minutes,box_office_(gross_usa) in millions
1235,Star Trek,2009,"Aboard the USS Enterprise, the most-sophisticated starship ever built, a novice crew embarks on its maiden voyage. Their path takes them on a collision course with Nero (Eric Bana), a Romulan commander whose mission of vengeance threatens all mankind. If humanity would survive, a rebellious young officer named James T. Kirk (Chris Pine) and a coolly logical Vulcan named Spock (Zachary Quinto) must move beyond their rivalry and find a way to defeat Nero before it is too late.",94,91.0,"Star Trek reignites a classic franchise with action, humor, a strong story, and brilliant visuals, and will please traditional Trekkies and new fans alike.",354,"250,000+",Science Fiction & Fantasy,PG-13,"adventure, action, sci fi, fantasy",English,J.J. Abrams,"J.J. Abrams, Damon Lindelof","Roberto Orci, Alex Kurtzman","May 7, 2009 wide",41487.0,$257.7M,2h 6m,Bad Robot,,,Star Trek,"Chris Pine, Zachary Quinto, Leonard Nimoy, Eric Bana, Bruce Greenwood, Karl Urban, Zoe Saldana, Simon Pegg, John Cho, Anton Yelchin, J.J. Abrams, Roberto Orci, Alex Kurtzman, J.J. Abrams, Damon Lindelof, Bryan Burk, Jeffrey Chernov, Roberto Orci, Alex Kurtzman, Michael Giacchino",http://www.rottentomatoes.com/m/star_trek_11,1,2,2,1,126,257.7
1236,The Martian,2015,"When astronauts blast off from the planet Mars, they leave behind Mark Watney (Matt Damon), presumed dead after a fierce storm. With only a meager amount of supplies, the stranded visitor must utilize his wits and spirit to find a way to survive on the hostile planet. Meanwhile, back on Earth, members of NASA and a team of international scientists work tirelessly to bring him home, while his crew mates hatch their own plan for a daring rescue mission.",91,91.0,"Smart, thrilling, and surprisingly funny, The Martian offers a faithful adaptation of the bestselling book that brings out the best in leading man Matt Damon and director Ridley Scott.",380,"100,000+",Science Fiction & Fantasy,PG-13,"drama, sci fi, adventure",English,Ridley Scott,"Simon Kinberg, Ridley Scott, Michael Schaefer, Aditya Sood, Mark Huffam",Drew Goddard,"Oct 2, 2015 wide",42360.0,$228.4M,2h 22m,"20th Century Fox, Scott Free Productions",Dolby Atmos,Scope (2.35:1),,"Matt Damon, Jessica Chastain, Kristen Wiig, Jeff Daniels, Michael PeÃ±a, Kate Mara, Sean Bean, Sebastian Stan, Aksel Hennie, Donald Glover, Ridley Scott, Drew Goddard, Simon Kinberg, Ridley Scott, Michael Schaefer, Aditya Sood, Mark Huffam, Drew Goddard, Dariusz Wolski, Pietro Scalia",http://www.rottentomatoes.com/m/the_martian,1,5,1,2,142,228.4
1242,Kubo and the Two Strings,2016,"Young Kubo's (Art Parkinson) peaceful existence comes crashing down when he accidentally summons a vengeful spirit from the past. Now on the run, Kubo joins forces with Monkey (Charlize Theron) and Beetle (Matthew McConaughey) to unlock a secret legacy. Armed with a magical instrument, Kubo must battle the Moon King (Ralph Fiennes) and other gods and monsters to save his family and solve the mystery of his fallen father, the greatest samurai warrior the world has ever known.",97,86.0,Kubo and the Two Strings matches its incredible animation with an absorbing -- and bravely melancholy -- story that has something to offer audiences of all ages.,221,"25,000+",Science Fiction & Fantasy,PG,"fantasy, animation, action, kids and family, adventure",English,Travis Knight,"Arianne Sutner, Travis Knight","Marc Haimes, Chris Butler","Aug 19, 2016 wide",42682.0,$48.0M,1h 42m,"Laika, Focus Features",Dolby Digital,Scope (2.35:1),,"Charlize Theron, Art Parkinson, Ralph Fiennes, George Takei, Cary-Hiroyuki Tagawa, Brenda Vaccaro, Rooney Mara, Matthew McConaughey, Travis Knight, Marc Haimes, Chris Butler, Arianne Sutner, Travis Knight, Frank Passingham, Christopher Murrie",http://www.rottentomatoes.com/m/kubo_and_the_two_strings_2016,1,2,2,2,102,48.0
1244,Her,2013,"A sensitive and soulful man earns a living by writing personal letters for other people. Left heartbroken after his marriage ends, Theodore (Joaquin Phoenix) becomes fascinated with a new operating system which reportedly develops into an intuitive and unique entity in its own right. He starts the program and meets ""Samantha"" (Scarlett Johansson), whose bright voice reveals a sensitive, playful personality. Though ""friends"" initially, the relationship soon deepens into love.",94,82.0,"Sweet, soulful, and smart, Spike Jonze's Her uses its just-barely-sci-fi scenario to impart wryly funny wisdom about the state of modern human relationships.",283,"100,000+",Science Fiction & Fantasy,R,"comedy, drama, romance",English,Spike Jonze,"Megan Ellison, Spike Jonze, Vincent Landay",Spike Jonze,"Jan 10, 2014 wide",42275.0,$25.6M,1h 59m,Annapurna Pictures,,,,"Joaquin Phoenix, Amy Adams, Scarlett Johansson, Rooney Mara, Chris Pratt, Olivia Wilde, Matt Letscher, Kristen Wiig, Adam Spiegel, Portia Doubleday, Spike Jonze, Spike Jonze, Megan Ellison, Spike Jonze, Vincent Landay, Daniel Lupi, Natalie Farrey, Chelsea Barnard, Eric Zumbrunnen",http://www.rottentomatoes.com/m/her,1,3,1,1,119,25.6
1250,The Discreet Charm of the Bourgeoisie,1972,"The ambassador of the Latin American republic of Miranda (Fernando Rey), M. Thevenot (Paul Frankeur), his wife Simone (Delphine Seyrig) and her sister Florence (Bulle Ogier) arrive for a dinner party at the house of Alice SÃ©nÃ©chal (StÃ©phane Audran) and her husband Henri (Jean-Pierre Cassel), only to learn that they were mistaken about the date. In director Luis BuÃ±uel's surreal fantasy, the six bourgeois friends repeatedly gather for a dinner that never quite arrives.",98,89.0,,53,"10,000+",Science Fiction & Fantasy,PG,comedy,French (Canada),Luis BuÃ±uel,Serge Silberman,"Luis BuÃ±uel, Jean-Claude CarriÃ¨re",,42651.0,$198.8K,1h 40m,"Dean Film, Jet Films S.A., Greenwich Film Productions",Mono,,,"Fernando Rey, Delphine Seyrig, Jean-Pierre Cassel, Paul Frankeur, Bulle Ogier, Jean-Claude CarriÃ¨re, Serge Silberman, Edmond Richard, Helene Plemiannikov",http://www.rottentomatoes.com/m/discreet_charm_of_the_bourgeoisie,1,1,2,3,100,0.1988
1252,Edge of Tomorrow,2014,"When Earth falls under attack from invincible aliens, no military unit in the world is able to beat them. Maj. William Cage (Tom Cruise), an officer who has never seen combat, is assigned to a suicide mission. Killed within moments, Cage finds himself thrown into a time loop, in which he relives the same brutal fight -- and his death -- over and over again. However, Cage's fighting skills improve with each encore, bringing him and a comrade (Emily Blunt) ever closer to defeating the aliens.",91,90.0,"Gripping, well-acted, funny, and clever, Edge of Tomorrow offers entertaining proof that Tom Cruise is still more than capable of shouldering the weight of a blockbuster action thriller.",326,"100,000+",Science Fiction & Fantasy,PG-13,"sci fi, action",English,Doug Liman,"Erwin Stoff, Tom Lassally, Jason Hoffs, Gregory Jacobs, Jeffrey Silver","Christopher McQuarrie, Jez Butterworth, John-Henry Butterworth","Jun 6, 2014 wide",42318.0,$100.2M,1h 53m,3 Arts Entertainment,"Datasat, Dolby Digital",,,"Tom Cruise, Emily Blunt, Brendan Gleeson, Bill Paxton, Jonas Armstrong, Tony Way, Kick Gurry, Franz Drameh, Dragomir Mrsic, Charlotte Riley, Doug Liman, Christopher McQuarrie, Jez Butterworth, John-Henry Butterworth, Erwin Stoff, Tom Lassally, Jason Hoffs, Gregory Jacobs, Jeffrey Silver, Doug Liman",http://www.rottentomatoes.com/m/live_die_repeat_edge_of_tomorrow,1,5,3,1,113,100.2
1253,Snowpiercer,2013,A post-apocalyptic ice age forces humanity's last survivors aboard a globe-spanning supertrain. One man (Chris Evans) will risk everything to lead a revolt for control of the engine and the future of the world.,94,72.0,Snowpiercer offers an audaciously ambitious action spectacular for filmgoers numb to effects-driven blockbusters.,255,"50,000+",Science Fiction & Fantasy,R,"mystery and thriller, sci fi, action",English,Bong Joon-ho,"Jeong Tae-seong, Steven Nam, Park Chan-wook, Lee Tae-hun","Bong Joon-ho, Kelly Masterson","Jun 27, 2014 limited",42801.0,$4.6M,2h 5m,"Opus, CJ Entertainment, Stillking Films, Moho Film",,,,"Chris Evans, Song Kang-ho, Tilda Swinton, Jamie Bell, Octavia Spencer, John Hurt, Ed Harris, Ewen Bremner, Ko Asung, Alison Pill, Bong Joon-ho, Bong Joon-ho, Kelly Masterson, Jeong Tae-seong, Steven Nam, Park Chan-wook, Lee Tae-hun, Miky Lee, Hong Gyeong pyo",http://www.rottentomatoes.com/m/snowpiercer,1,4,2,4,125,4.6
1255,Doctor Strange,2016,"Dr. Stephen Strange's (Benedict Cumberbatch) life changes after a car accident robs him of the use of his hands. When traditional medicine fails him, he looks for healing, and hope, in a mysterious enclave. He quickly learns that the enclave is at the front line of a battle against unseen dark forces bent on destroying reality. Before long, Strange is forced to choose between his life of fortune and status or leave it all behind to defend the world as the most powerful sorcerer in existence.",89,85.0,"Doctor Strange artfully balances its outrÃ© source material against the blockbuster constraints of the MCU, delivering a thoroughly entertaining superhero origin story in the bargain.",377,"100,000+",Science Fiction & Fantasy,PG-13,"adventure, action, fantasy",English,Scott Derrickson,Kevin Feige,"Jon Spaihts, Scott Derrickson, C. Robert Cargill","Nov 4, 2016 wide",42780.0,$232.6M,1h 55m,"Marvel Studios, Marvel Entertainment","Dolby Digital, Dolby Atmos",Scope (2.35:1),Marvel Cinematic Universe,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong, Mads Mikkelsen, Tilda Swinton, Michael Stuhlbarg, Benjamin Bratt, Scott Adkins, Zara Phythian, Scott Derrickson, Jon Spaihts, Scott Derrickson, C. Robert Cargill, Kevin Feige, Louis D'Esposito, Victoria Alonso, Stephen Broussard, Charles Newirth, Stan Lee",http://www.rottentomatoes.com/m/doctor_strange_2016,1,1,3,2,115,232.6
1256,Aliens,1986,"After floating in space for 57 years, Lt. Ripley's (Sigourney Weaver) shuttle is found by a deep space salvage team. Upon arriving at LV-426, the marines find only one survivor, a nine year old girl named Newt (Carrie Henn). But even these battle-hardened marines with all the latest weaponry are no match for the hundreds of aliens that have invaded the colony.",97,94.0,"While Alien was a marvel of slow-building, atmospheric tension, Aliens packs a much more visceral punch, and features a typically strong performance from Sigourney Weaver.",76,"250,000+",Science Fiction & Fantasy,R,"action, horror, sci fi",English,James Cameron,Gale Anne Hurd,,"Jul 18, 1986 wide",42333.0,$77.6M,2h 17m,"Twentieth Century Fox, Brandywine Productions","Surround, Dolby Stereo, Magnetic Stereo 6 Track, Stereo",Flat (1.85:1),Alien,"Sigourney Weaver, Carrie Henn, Michael Biehn, Paul Reiser, Lance Henriksen, Bill Paxton, William Hope, Jenette Goldstein, Al Matthews, Mark Rolston, James Cameron, James Cameron, David Giler, Gordon Carroll, David Giler, Gale Anne Hurd, James Horner, Adrian Biddle, Ray Lovejoy, Peter Lamont",http://www.rottentomatoes.com/m/1000617-aliens,1,1,1,2,137,77.6
1260,The Empire Strikes Back,1980,"The adventure continues in this ""Star Wars"" sequel. Luke Skywalker (Mark Hamill), Han Solo (Harrison Ford), Princess Leia (Carrie Fisher) and Chewbacca (Peter Mayhew) face attack by the Imperial forces and its AT-AT walkers on the ice planet Hoth. While Han and Leia escape in the Millennium Falcon, Luke travels to Dagobah in search of Yoda. Only with the Jedi master's help will Luke survive when the dark side of the Force beckons him into the ultimate duel with Darth Vader (David Prowse).",94,97.0,"Dark, sinister, but ultimately even more involving than A New Hope, The Empire Strikes Back defies viewer expectations and takes the series to heightened emotional levels.",104,"250,000+",Science Fiction & Fantasy,PG,"action, sci fi, adventure, fantasy",English,Irvin Kershner,Gary Kurtz,"Lawrence Kasdan, Leigh Brackett","May 21, 1980 wide",42104.0,$291.9M,2h 4m,Lucasfilm Ltd.,"Surround, Dolby Stereo, Dolby A, Magnetic Stereo 6 Track",Scope (2.35:1),Star Wars Saga,"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams, Anthony Daniels, David Prowse, James Earl Jones, Peter Mayhew, Kenny Baker, Frank Oz, Irvin Kershner, George Lucas, Lawrence Kasdan, Leigh Brackett, Jim Bloom, Gary Kurtz, George Lucas, Robert Watts, Peter Suschitzky",http://www.rottentomatoes.com/m/empire_strikes_back,1,1,2,1,124,291.9
1261,X-Men: Days of Future Past,2014,"Convinced that mutants pose a threat to humanity, Dr. Bolivar Trask (Peter Dinklage) develops the Sentinels, enormous robotic weapons that can detect a mutant gene and zero in on that person. In the 21st century, the Sentinels have evolved into highly efficient killing machines. With mutants now facing extinction, Wolverine (Hugh Jackman) volunteers to go back in time and rally the X-Men of the past to help change a pivotal moment in history and thereby save their future.",90,91.0,X-Men: Days of Future Past combines the best elements of the series to produce a satisfyingly fast-paced outing that ranks among the franchise's finest installments.,330,"250,000+",Science Fiction & Fantasy,PG-13,"fantasy, action, adventure, sci fi",English,Bryan Singer,"Lauren Shuler Donner, Bryan Singer, Simon Kinberg, Hutch Parker",Simon Kinberg,"May 23, 2014 wide",42339.0,$233.9M,2h 11m,"Bad Hat Harry, Donners' Company","Dolby Atmos, Datasat",,X-Men,"Hugh Jackman, James McAvoy, Michael Fassbender, Jennifer Lawrence, Halle Berry, Ellen Page, Peter Dinklage, Ian McKellen, Patrick Stewart, Anna Paquin, Bryan Singer, Simon Kinberg, Lauren Shuler Donner, Bryan Singer, Simon Kinberg, Hutch Parker, Stan Lee, Todd Hallowell, Josh McLaglen, John Ottman",http://www.rottentomatoes.com/m/x_men_days_of_future_past,1,4,1,2,131,233.9
1265,The Princess Bride,1987,"A fairy tale adventure about a beautiful young woman and her one true love. He must find her after a long separation and save her. They must battle the evils of the mythical kingdom of Florin to be reunited with each other. Based on the William Goldman novel ""The Princess Bride"" which earned its own loyal audience.",97,94.0,"A delightfully postmodern fairy tale, The Princess Bride is a deft, intelligent mix of swashbuckling, romance, and comedy that takes an age-old damsel-in-distress story and makes it fresh.",77,"250,000+",Science Fiction & Fantasy,PG,"kids and family, comedy, adventure",English,Rob Reiner,"Rob Reiner, Andrew Scheinman",William Goldman,"Oct 1, 1987 wide",42727.0,$26.9M,1h 38m,"Act III Communications, Princess Bride Ltd., Buttercup Films Ltd.","Surround, Dolby Stereo",Flat (1.85:1),,"Cary Elwes, Robin Wright, Mandy Patinkin, Chris Sarandon, Christopher Guest, Wallace Shawn, Fred Savage, Peter Falk, Peter Cook, Carol Kane, Rob Reiner, William Goldman, Steve Nicolaides, Rob Reiner, Andrew Scheinman, Jeffrey Stott, Willy De Ville, Mark Knopfler, Adrian Biddle",http://www.rottentomatoes.com/m/princess_bride,1,2,1,3,98,26.9
1266,Looper,2012,"In a future society, time-travel exists, but it's only available to those with the means to pay for it on the black market. When the mob wants to eliminate someone, it sends the target into the past, where a hit man known as a looper lies in wait to finish the job. Joe (Joseph Gordon-Levitt) is one such hired gun, and he does his job well -- until the day his bosses decide to ""close the loop"" and send Joe's future self (Bruce Willis) back in time to be killed.",93,82.0,"As thought-provoking as it is thrilling, Looper delivers an uncommonly smart, bravely original blend of futuristic sci-fi and good old-fashioned action.",268,"100,000+",Science Fiction & Fantasy,R,"mystery and thriller, sci fi, action",English,Rian Johnson,"Ram Bergman, James D. Stern",Rian Johnson,"Sep 28, 2012 wide",41883.0,$66.3M,1h 59m,Ram Bergman,,Scope (2.35:1),,"Bruce Willis, Joseph Gordon-Levitt, Emily Blunt, Paul Dano, Noah Segan, Piper Perabo, Jeff Daniels, Summer Qing, Tracie Thoms, Frank Brennan, Rian Johnson, Rian Johnson, Ram Bergman, James D. Stern, Douglas E. Hansen, Julie Goldstein, Peter Schlessel, Joseph Gordon-Levitt, Dan Mintz, Steve Yedlin",http://www.rottentomatoes.com/m/looper,1,2,1,1,119,66.3
1269,Ex Machina,2015,"Caleb Smith (Domhnall Gleeson) a programmer at a huge Internet company, wins a contest that enables him to spend a week at the private estate of Nathan Bateman (Oscar Isaac), his firm's brilliant CEO. When he arrives, Caleb learns that he has been chosen to be the human component in a Turing test to determine the capabilities and consciousness of Ava (Alicia Vikander), a beautiful robot. However, it soon becomes evident that Ava is far more self-aware and deceptive than either man imagined.",92,86.0,"Ex Machina leans heavier on ideas than effects, but it's still a visually polished piece of work -- and an uncommonly engaging sci-fi feature.",281,"50,000+",Science Fiction & Fantasy,R,"mystery and thriller, drama, sci fi",English,Alex Garland,"Andrew Macdonald, Allon Reich",Alex Garland,"Apr 24, 2015 wide",42578.0,$25.4M,1h 47m,DNA Films,Dolby Digital,,,"Domhnall Gleeson, Oscar Isaac, Alicia Vikander, Sonoya Mizuno, Claire Selby, Gana Bayarsaikhan, Tiffany Pisani, Alex Garland, Alex Garland, Andrew Macdonald, Allon Reich, Eli Bush, Tessa Ross, Scott Rudin, Rob Hardy, Ben Salisbury",http://www.rottentomatoes.com/m/ex_machina,1,2,1,1,107,25.4
1270,Dawn of the Planet of the Apes,2014,"Ten years after simian flu wiped out much of the world's homosapiens, genetically enhanced chimpanzee Caesar (Andy Serkis) and his ever-growing band of followers have established a thriving colony just outside San Francisco in Muir Woods. Meanwhile, a small band of human survivors emerges, which forces Caesar -- as leader -- to grapple with the dual challenge of protecting his people and re-establishing a relationship with the remaining human population -- the latter being Caesar's secret wish.",90,88.0,"With intelligence and emotional resonance to match its stunning special effects, Dawn of the Planet of the Apes expands on its predecessor with an exciting and ambitious burst of sci-fi achievement.",315,"100,000+",Science Fiction & Fantasy,PG-13,"action, adventure, sci fi",English,Matt Reeves,"Peter Chernin, Dylan Clark, Rick Jaffa, Amanda Silver","Rick Jaffa, Amanda Silver, Mark Bomback","Jul 11, 2014 wide",42339.0,$208.5M,2h 10m,Chernin Entertainment,Dolby Atmos,,Planet of the Apes,"Andy Serkis, Jason Clarke, Gary Oldman, Keri Russell, Toby Kebbell, Kodi Smit-McPhee, Kirk Acevedo, Jon Eyez, Enrique Murciano, Terry Notary, Matt Reeves, Rick Jaffa, Amanda Silver, Mark Bomback, Peter Chernin, Dylan Clark, Rick Jaffa, Amanda Silver, Thomas M. Hammel, Mark Bomback",http://www.rottentomatoes.com/m/dawn_of_the_planet_of_the_apes,1,4,3,1,130,208.5
1275,The Nightmare Before Christmas,1993,"The film follows the misadventures of Jack Skellington, Halloweentown's beloved pumpkin king, who has become bored with the same annual routine of frightening people in the ""real world."" When Jack accidentally stumbles on Christmastown, all bright colors and warm spirits, he gets a new lease on life -- he plots to bring Christmas under his control by kidnapping Santa Claus and taking over the role. But Jack soon discovers even the best-laid plans of mice and skeleton men can go seriously awry.",95,91.0,The Nightmare Before Christmas is a stunningly original and visually delightful work of stop-motion animation.,96,"250,000+",Science Fiction & Fantasy,PG,"comedy, fantasy, animation, other, kids and family",English,Henry Selick,"Tim Burton, Denise Di Novi, Kathleen Gavin",Caroline Thompson,"Oct 29, 1993 wide",42332.0,$2.4M,1h 15m,"Touchstone Pictures, Skellington Productions","Surround, Dolby SR, Dolby Digital, Dolby Stereo",Flat (1.85:1),,"Danny Elfman, Chris Sarandon, Catherine O'Hara, William Hickey, Glenn Shadix, Paul Reubens, Ed Ivory, Henry Selick, Michael McDowell, Caroline Thompson, Tim Burton, Denise Di Novi, Danny Elfman, Kathleen Gavin, Jill Jacobs, Diane Minter Lewis",http://www.rottentomatoes.com/m/nightmare_before_christmas,1,3,1,2,75,2.4
1277,"Monsters, Inc.",2001,"Monsters Incorporated is the largest scare factory in the monster world, and James P. Sullivan (John Goodman) is one of its top scarers. Sullivan is a huge, intimidating monster with blue fur, large purple spots and horns. His scare assistant, best friend and roommate is Mike Wazowski (Billy Crystal), a green, opinionated, feisty little one-eyed monster. Visiting from the human world is Boo (Mary Gibbs), a tiny girl who goes where no human has ever gone before.",96,90.0,"Clever, funny, and delightful to look at, Monsters, Inc. delivers another resounding example of how Pixar elevated the bar for modern all-ages animation.",197,"250,000+",Science Fiction & Fantasy,G,"comedy, fantasy, animation, kids and family, adventure",English,Pete Docter,Darla K. Anderson,,"Nov 2, 2001 wide",41567.0,$494.0K,1h 32m,"Walt Disney Productions, Pixar Animation Studios","Dolby SR, DTS, Dolby Stereo, Surround, SDDS, Dolby A, Dolby Digital",Scope (2.35:1),Pixar,"John Goodman, Billy Crystal, Mary Gibbs, Steve Buscemi, James Coburn, Jennifer Tilly, Bob Peterson, John Ratzenberger, Frank Oz, Steve Susskind, Pete Docter, David Silverman, Lee Unkrich, Darla K. Anderson, John Lasseter, Andrew Stanton, Kori Rae, Pete Docter, Jill Culton, Jeff Pidgeon",http://www.rottentomatoes.com/m/monsters_inc,1,1,1,2,92,0.494
1280,Big,1988,"After a wish turns 12-year-old Josh Baskin (David Moscow) into a 30-year-old man (Tom Hanks), he heads to New York City and gets a low-level job at MacMillen Toy Company. A chance encounter with the owner (Robert Loggia) of the company leads to a promotion testing new toys. Soon a fellow employee, Susan Lawrence (Elizabeth Perkins), takes a romantic interest in Josh. However, the pressure of living as an adult begins to overwhelm him, and he longs to return to his simple, former life as a boy.",97,82.0,"Refreshingly sweet and undeniably funny, Big is a showcase for Tom Hanks, who dives into his role and infuses it with charm and surprising poignancy.",74,"250,000+",Science Fiction & Fantasy,PG,"kids and family, comedy, fantasy",English,Penny Marshall,"James L. Brooks, Robert Greenhut",,,41964.0,$113.5M,1h 44m,"Gracie Films, 20th Century Fox",Surround,,,"Tom Hanks, Elizabeth Perkins, Robert Loggia, John Heard, Jared Rushton, David Moscow, Jon Lovitz, Mercedes Ruehl, Tracy Reiner, Penny Marshall, James L. Brooks, Robert Greenhut, Howard Shore, Barry Sonnenfeld, Barry Malkin, Paula Herold, Juliet Taylor, Santo Loquasto, Speed Hopkins",http://www.rottentomatoes.com/m/big,1,2,1,2,104,113.5
1283,10 Cloverfield Lane,2016,"After surviving a car accident, Michelle (Mary Elizabeth Winstead) wakes up to find herself in an underground bunker with two men. Howard (John Goodman) tells her that a massive chemical attack has rendered the air unbreathable, and their only hope of survival is to remain inside. Despite the comforts of home, Howard's controlling and menacing nature makes Michelle want to escape. After taking matters into her own hands, the young woman finally discovers the truth about the outside world.",90,79.0,"Smart, solidly crafted, and palpably tense, 10 Cloverfield Lane makes the most of its confined setting and outstanding cast -- and suggests a new frontier for franchise filmmaking.",312,"50,000+",Science Fiction & Fantasy,PG-13,mystery and thriller,English,Dan Trachtenberg,"J.J. Abrams, Lindsey Weber","Josh Campbell, Matt Stuecken, Damien Chazelle","Mar 11, 2016 wide",42521.0,$72.1M,1h 43m,"Bad Robot, Spectrum Effects, Paramount Pictures","Dolby Digital, Datasat, Dolby Atmos",Scope (2.35:1),,"John Goodman, Mary Elizabeth Winstead, John Gallagher Jr., Douglas M. Griffin, Suzanne Cryer, Bradley Cooper, Sumalee Montano, Frank Mottek, Dan Trachtenberg, Josh Campbell, Matt Stuecken, Damien Chazelle, J.J. Abrams, Lindsey Weber, Bryan Burk, Drew Goddard, Matt Reeves",http://www.rottentomatoes.com/m/10_cloverfield_lane,1,2,3,3,103,72.1
1285,Jodorowsky's Dune,2013,"Filmmaker Alejandro Jodorowsky discusses how he would have adapted Frank Herbert's classic sci-fi novel ""Dune"" for the big screen.",98,89.0,"Part thoughtful tribute, part bittersweet reminder of a missed opportunity, Jodorowsky's Dune offers a fascinating look at a lost sci-fi legend.",121,"10,000+",Science Fiction & Fantasy,PG-13,documentary,English,Frank Pavich,"Frank Pavich, Stephen Scarlata, Travis Stevens",,"Mar 21, 2014 limited",41828.0,$646.5K,1h 28m,Snowfort Pictures,,,,"Alejandro Jodorowsky, Amanda Lear, Brontis Jodorowsky, Chris Foss, Christian Vander, Devin Faraci, Frank Pavich, Donald Rosenfeld, Frank Pavich, Stephen Scarlata, Travis Stevens, David Cavallo, Alex Ricciardi, Kurt Stenzel",http://www.rottentomatoes.com/m/jodorowskys_dune,1,3,1,1,88,0.6465
1287,Back to the Future,1985,"In this 1980s sci-fi classic, small-town California teen Marty McFly (Michael J. Fox) is thrown back into the '50s when an experiment by his eccentric scientist friend Doc Brown (Christopher Lloyd) goes awry. Traveling through time in a modified DeLorean car, Marty encounters young versions of his parents (Crispin Glover, Lea Thompson), and must make sure that they fall in love or he'll cease to exist. Even more dauntingly, Marty has to return to his own time and save the life of Doc Brown.",96,94.0,"Inventive, funny, and breathlessly constructed, Back to the Future is a rousing time-travel adventure with an unforgettable spirit.",84,"250,000+",Science Fiction & Fantasy,PG,"sci fi, comedy, adventure, fantasy",English,Robert Zemeckis,"Bob Gale, Neil Canton",,,41494.0,$247.0K,1h 56m,"Universal Pictures, Amblin Entertainment",Surround,,,"Michael J. Fox, Christopher Lloyd, Crispin Glover, Lea Thompson, Wendie Jo Sperber, Marc McClure, Claudia Wells, Thomas F. Wilson, James Tolkan, Casey Siemaszko, Robert Zemeckis, Kathleen Kennedy, Frank Marshall, Steven Spielberg, Bob Gale, Neil Canton, Alan Silvestri, Johnny Colla, Dean Cundey",http://www.rottentomatoes.com/m/back_to_the_future,1,2,1,2,116,0.247
1289,Wings of Desire,1987,"Two angels, Damiel (Bruno Ganz) and Cassiel (Otto Sander), glide through the streets of Berlin, observing the bustling population, providing invisible rays of hope to the distressed but never interacting with them. When Damiel falls in love with lonely trapeze artist Marion (Solveig Dommartin), the angel longs to experience life in the physical world, and finds--with some words of wisdom from actor Peter Falk (playing himself) -- that it might be possible for him to take human form.",98,93.0,"Beyond ravishing, Wings of Desire is Wim Wenders' is aching and heartbreaking exploration of how love makes us human.",56,"25,000+",Science Fiction & Fantasy,PG-13,fantasy,German,Wim Wenders,"Anatole Dauman, Wim Wenders","Wim Wenders, Peter Handke","Jan 1, 1987 wide",42817.0,$120.8K,2h 8m,Argos Films,"Stereo, Dolby Stereo",Flat (1.66:1),,"Bruno Ganz, Solveig Dommartin, Otto Sander, Curt Bois, Peter Falk, Lajos KovÃ¡cs, Elmar Wilms, Sigurd Rachman, Wim Wenders, Wim Wenders, Peter Handke, Anatole Dauman, Wim Wenders, Peter Przygodda",http://www.rottentomatoes.com/m/wings_of_desire,1,2,2,1,128,0.1207999999999999
1291,Border,2018,"Customs officer Tina is known for her extraordinary sense of smell. It's almost as if she can sniff out the guilt on anyone hiding something. But when Vore, a suspicious-looking man, walks past her, her abilities are challenged for the first time ever. Tina can sense Vore is hiding something she can't identify. Even worse, she feels a strange attraction to him. As Tina develops a special bond with Vore and discovers his true identity, she also realizes the truth about herself.",97,76.0,"Thrilling, unpredictable, and brilliantly acted, Border (GrÃ¤ns) offers a singular treat to genre fans looking for something different.",128,"1,000+",Science Fiction & Fantasy,R,"mystery and thriller, romance, fantasy, horror",Swedish,Ali Abbasi,"Nina Bisgaard, Peter Gustafsson, Petra JÃ¶nsson","Ali Abbasi, Isabella EklÃ¶f, John Ajvide Lindqvist","Oct 26, 2018 limited",43518.0,$771.9K,1h 48m,"Meta Film Stockholm, KÃ¤rnfilm, Black Spark Film & TV",Dolby Digital,Scope (2.35:1),,"Eva Melander, Eero Milonoff, JÃ¶rgen Thorsson, Andreas Kundler, Ali Abbasi, Ali Abbasi, John Ajvide Lindqvist, Peter Gustafsson, Petra JÃ¶nsson, Meta Louise Foldager, Louis TisnÃ©, Nadim Carlsen",http://www.rottentomatoes.com/m/border_2018,1,3,3,3,108,0.7719
